20.517462 16.917128 24.226084 20.553558
17.833626 26.075449 27.695154 23.868074
6.148449 9.514774 33.33667 16.333298
32.736935 47.48289 44.580025 41.59995
42.395927 11.805597 48.786427 34.329315
17.006802 34.386383 6.1865315 19.19324
40.99245 28.29517 29.263927 32.850513
39.830463 21.021202 19.113718 26.655128
41.347813 2.9774933 14.178806 19.501371
3.5948172 3.5472324 29.79799 12.313347
24.406918 30.459225 22.710342 25.858828
48.303917 39.311165 14.6020355 34.072372
21.507748 14.720786 5.7315187 13.986684
10.942946 16.706953 22.665663 16.771852
2 2 2 2
0 2 1 1
15 10 9 11.333333
40 10 10 20
15 5 9 9.666667
0 0 0 0
