42.005405 35.641533 15.963713 31.203552
38.161804 5.836923 34.655533 26.218086
30.020615 49.731052 44.432713 41.39479
41.42191 41.044514 39.89123 40.785885
45.796387 15.766398 11.962463 24.508417
31.154894 23.143974 31.44101 28.579958
44.065556 11.086317 34.62467 29.925512
31.497862 8.274185 33.777653 24.516565
46.297367 34.312183 24.530104 35.04655
4.2357826 26.185822 33.137684 21.18643
0.9052036 2.8574853 0.6678834 1.4768575
37.00222 25.62146 38.142178 33.58862
39.980667 7.520272 1.374707 16.291882
37.106915 45.243572 16.811054 33.05385
37.146896 13.527502 9.114975 19.929792
32.167114 18.077255 9.132552 19.792307
5.0060496 46.41808 4.942233 18.788788
41.223957 13.676475 25.077822 26.659418
23.367376 24.887651 16.031982 21.429003
24.350506 17.061264 49.99282 30.468195
6.0324936 22.902184 48.122375 25.685684
34.555523 2.8022814 23.97925 20.445684
35.82425 1.7644223 32.30989 23.29952
48.97376 34.232563 31.031794 38.079372
18.35572 22.897827 36.5497 25.934418
14.842111 29.069025 22.435427 22.115522
6.218165 40.923393 22.67368 23.271746
31.289698 49.54368 14.363314 31.73223
20.933474 19.437405 13.922042 18.097641
43.732346 33.432766 18.639555 31.93489
22.670797 21.060532 27.68722 23.806183
37.13816 24.97755 18.642263 26.919325
15.0119915 19.894001 46.5812 27.162397
9.115305 22.101019 4.988739 12.068355
9.500672 25.07552 6.391279 13.655823
49.927116 18.41767 10.648121 26.330969
37.499687 35.530922 13.205689 28.745432
31.939104 32.327946 28.91634 31.061132
25.577152 35.13719 26.832 29.182114
1.6897173 27.893578 39.2271 22.936798
17.947943 35.98419 40.85086 31.594332
47.8091 5.7549386 39.29065 30.951563
42.012383 28.397741 41.638546 37.34956
48.21124 32.017193 8.794307 29.674246
1 1 1 1
20 10 30 20
45 45 30 40
2 1 2 1.666667
10 9 8 9
50 25 0 25
