33.31913 16.509468 29.584482 29.584482
29.656605 35.304157 5.3915 29.656605
14.661497 43.591442 39.330612 39.330612
11.542368 1.87587 0.05225567 1.87587
10.760829 41.450367 8.130654 10.760829
16.302452 34.16545 49.28645 34.16545
26.236002 24.857712 27.59728 26.236002
43.785366 37.743664 46.482544 43.785366
27.935839 3.5745678 48.951607 27.935839
42.564877 39.767834 27.653975 39.767834
14.150871 15.049969 46.818478 15.049969
30.959454 33.783455 27.266245 30.959454
34.342255 35.76585 19.120451 34.342255
24.220755 27.118906 27.102585 27.102585
5 5 5 5
10 10 9 10
1.325678 2.492012 5 2.492012
10 15 50 15
2 1 1.245690 1.245690
50 1 12 12
