2.6677754 22.462593 35.00147 22.462593
5.875074 45.764286 23.531708 23.531708
20.495287 2.1881695 26.998968 20.495287
14.3669195 32.52392 22.152683 22.152683
16.202595 25.622559 29.772902 25.622559
10.513268 28.844942 46.65221 28.844942
9.740847 43.846947 37.521374 37.521374
21.318935 21.567059 24.283436 21.567059
1.1473991 13.491293 21.479538 13.491293
43.455345 36.835094 6.8512053 36.835094
34.334843 22.29802 10.006517 22.29802
12.150507 44.84927 16.251318 16.251318
17.723862 19.157436 5.5925446 17.723862
31.442076 22.484777 32.232655 31.442076
0.6305107 15.546031 39.843513 15.546031
9.766309 14.862608 33.24194 14.862608
12.174669 28.593426 20.60282 20.60282
9.478162 43.69604 17.984402 17.984402
22.799421 17.173405 41.510715 22.799421
33.8806 25.479334 34.468414 33.8806
41.915813 50.712086 13.537023 41.915813
50.234257 32.556282 30.395187 32.556282
36.865875 11.225491 38.17711 36.865875
6.962223 32.051598 41.042854 32.051598
21.745657 27.723753 7.4126267 21.745657
29.940226 16.578358 48.905933 29.940226
29.081799 11.474504 23.811852 23.811852
40.341145 6.0763144 37.054623 37.054623
0.10862051 49.01959 50.899837 49.01959
18.597336 19.880613 29.132841 19.880613
27.160934 10.742491 36.55174 27.160934
19.65729 48.97628 4.4193816 19.65729
36.46109 36.536118 30.554918 36.46109
41.98841 33.933643 27.123058 33.933643
25.331612 16.70861 39.813644 25.331612
43.74929 17.332754 5.9017553 17.332754
43.368286 43.06692 18.117401 43.06692
32.897602 45.925262 9.208201 32.897602
8.639021 50.652454 18.907644 18.907644
45.779118 5.7201734 8.834602 8.834602
43.07304 50.27924 12.522785 43.07304
33.165276 34.751312 33.70671 33.70671
24.430857 21.892683 50.70622 24.430857
28.868025 25.140364 21.459269 25.140364
0 0 0 0
1 1 2 1
10 5 9 9
40 2.448532 1 2.448532
50 2.342562 1.234562 2.342562
15 6 12 12
